ref_original,abstract,cited_by_count,gs_title
"Minson, J. A., Chen, F. S., & Tinsley, C. H. (2020). Why won’t you listen to me? Measuring receptiveness to opposing views. Management Science, 66(7), 3069-3094.","We develop an 18-item self-report measure of receptiveness to opposing views. Studies 1a and 1b present the four-factor scale and report measures of internal, convergent, and discriminant validity. In study 2, more receptive individuals chose to consume proportionally more information from U.S. senators representing the opposing party than from their own party. In study 3, more receptive individuals reported less mind wandering when viewing a speech with which they disagreed, relative to one with which they agreed. In study 4, more receptive individuals evaluated supporting and opposing policy arguments more impartially. In study 5, we find that voters who opposed Donald Trump but reported being more receptive at the time of the election were more likely to watch the inauguration, evaluate the content of the inauguration speech in a more even-handed manner, and select a more balanced portfolio of news outlets for later consumption than their less receptive counterparts. We discuss the scale as a tool to investigate the role of receptiveness for conflict, decision making, and collaboration.This paper was accepted by Elke Weber, judgment and decision making.INFORMS",102,Why won't you listen to me? Measuring receptiveness to opposing views
"Mirault, J., Snell, J., & Grainger, J. (2018). You that read wrong again! A transposed-word effect in grammaticality judgments. Psychological Science, 29(12), 1922-1929.","We report a novel transposed-word effect in speeded grammaticality judgments made about five-word sequences. The critical ungrammatical test sequences were formed by transposing two adjacent words from either a grammatical base sequence (e.g., “The white cat was big” became “The white was cat big”) or an ungrammatical base sequence (e.g., “The white cat was slowly” became “The white was cat slowly”). These were intermixed with an equal number of correct sentences for the purpose of the grammaticality judgment task. In a laboratory experiment (N = 57) and an online experiment (N = 94), we found that ungrammatical decisions were harder to make when the ungrammatical sequence originated from a grammatically correct base sequence. This provides the first demonstration that the encoding of word order retains a certain amount of uncertainty. We further argue that the novel transposed-word effect reflects parallel processing of words during written sentence comprehension combined with top-down constraints from sentence-level structures.Sage Journals",107,You that read wrong again! A transposed-word effect in grammaticality judgments
"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746.  Study 1","The authors adopt an interdependence analysis of social value orientation, proposing that prosocial, individualistic, and competitive orientations are (a) partially rooted in different patterns of social interaction as experienced during the periods spanning early childhood to young adulthood and (b) further shaped by different patterns of social interaction as experienced during early adulthood, middle adulthood, and old age. Congruent with this analysis, results revealed that relative to individualists and competitors, prosocial individuals exhibited greater levels of secure attachment (Studies 1 and 2) and reported having more siblings, especially sisters (Study 3). Finally, the prevalence of prosocials increased—and the prevalence of individualists and competitors decreased—from early adulthood to middle adulthood and old age (Study 4).(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",1914,"Development of prosocial, individualistic, and competitive orientations: theory and preliminary evidence."
"Bauer, M. A., Wilkie, J. E., Kim, J. K., & Bodenhausen, G. V. (2012). Cuing consumerism: Situational materialism undermines personal and social well-being. Psychological Science, 23, 517–523.  Study 4","Correlational evidence indicates that materialistic individuals experience relatively low levels of well-being. Across four experiments, we found that situational cuing can also trigger materialistic mind-sets, with similarly negative personal and social consequences. Merely viewing desirable consumer goods resulted in increases in materialistic concerns and led to heightened negative affect and reduced social involvement (Experiment 1). Framing a computer task as a “Consumer Reaction Study” led to a stronger automatic bias toward values reflecting self-enhancement, compared with framing the same task as a “Citizen Reaction Study” (Experiment 2). Consumer cues also increased competitiveness (Experiment 3) and selfishness in a water-conservation dilemma (Experiment 4). Thus, the costs of materialism are not localized only in particularly materialistic people, but can also be found in individuals who happen to be exposed to environmental cues that activate consumerism—cues that are commonplace in contemporary society.Sage Journals",413,Cuing consumerism: Situational materialism undermines personal and social well-being
"Stahlberg, D., Sczesny, S., & Braun, F. (2001). Name your favorite musician: Effects of masculine generics and of their alternatives in German. Journal of Language and Social Psychology, 20(4), 464–469.",This article reports on two experiments waith native speakers of German that were conducted to determine the influence of different types of German generics on the cognitive inclusion of women. The results of these studies show that masculine versus other types of generics influence the retrieval of male and female exemplars from memory. This is the first piece of empirical evidence for this kind of effect with regard to the German language.Sage Journals,232,Name your favorite musician: Effects of masculine generics and of their alternatives in German
"Gick, M. L., & Holyoak, K. J. (1983). Schema induction and analogical transfer. Cognitive psychology, 15(1), 1-38.",,5176,Schema induction and analogical transfer
"Blair, K. S., Smith, B. W., Mitchell, D. G., Morton, J., Vythilingam, M., Pessoa, L., ... & Blair, R. J. R. (2007). Modulation of emotion by cognition and cognition by emotion. Neuroimage, 35(1), 430-440.","In this study, we examined the impact of goal-directed processing on the response to emotional pictures and the impact of emotional pictures on goal-directed processing. Subjects (N=22) viewed neutral or emotional pictures in the presence or absence of a demanding cognitive task. Goal-directed processing disrupted the BOLD response to emotional pictures. In particular, the BOLD response within bilateral amygdala and inferior frontal gyrus decreased during concurrent task performance. Moreover, the presence of both positive and negative distractors disrupted task performance, with reaction times increasing for emotional relative to neutral distractors. Moreover, in line with the suggestion of the importance of lateral frontal regions in emotional regulation [Ochsner, K. N., Ray, R. D., Cooper, J. C., Robertson, E. R., Chopra, S., Gabrieli, J. D., et al. (2004). For better or for worse: neural systems supporting the cognitive down-and up-regulation of negative emotion. NeuroImage, 23(2), 483–499], connectivity analysis revealed positive connectivity between lateral superior frontal cortex and regions of middle frontal cortex previously implicated in emotional suppression [Beauregard, M., Levesque, J., and Bourgouin, P. (2001). Neural correlates of conscious self-regulation of emotion. J. Neurosci., 21 (18), RC165.; Levesque, J., Eugene, F., Joanette, Y., Paquette, V., Mensour, B., Beaudoin, G., et al. (2003). Neural circuitry underlying voluntary suppression of sadness. Biol. Psychiatry, 53 (6), 502–510.; Ohira, H., Nomura, M., Ichikawa, N., Isowa, T., Iidaka, T., Sato, A., et al. (2006). Association of neural and physiological responses during voluntary emotion suppression. NeuroImage, 29 (3), 721–733] and negative connectivity with bilateral amygdala. These data suggest that processes involved in emotional regulation are recruited during task performance in the context of emotional distractors.Elsevier",555,[HTML][HTML] Modulation of emotion by cognition and cognition by emotion
"Reiter, A. M. F., Kanske, P., Eppinger, B., & Li, S. C. (2017). The Aging of the Social Mind - Differential Effects on Components of Social Understanding. Scientific reports, 7(1), 11046.","Research in younger adults dissociates cognitive from affective facets of social information processing, rather than promoting a monolithic view of social intelligence. An influential theory on adult development suggests differential effects of aging on cognitive and affective functions. However, this dissociation has not been directly tested in the social domain. Employing a newly developed naturalistic paradigm that disentangles facets of the social mind within an individual, we show multi-directionality of age-related differences. Specifically, components of the socio-cognitive route – Theory of Mind and metacognition – are impaired in older relative to younger adults. Nevertheless, these social capacities are still less affected by aging than factual reasoning and metacognition regarding non-social content. Importantly, the socio-affective route is well-functioning, with no decline in empathy and elevated compassion in the elderly. These findings contribute to an integrated theory of age-related change in social functioning and inform interventions tailored to specifically reinstate socio-cognitive skills in old age.nature.com",83,The aging of the social mind-differential effects on components of social understanding
"Wilkins, C. L., & Kaiser, C. R. (2014). Racial progress as threat to the status hierarchy: Implications for perceptions of anti-White bias. Psychological science, 25(2), 439-446.",,275,Racial progress as threat to the status hierarchy: Implications for perceptions of anti-White bias
"Gervais, W. M., & Norenzayan, A. (2012). Analytic thinking promotes religious disbelief. Science, 336(6080), 493-496.","Scientific interest in the cognitive underpinnings of religious belief has grown in recent years. However, to date, little experimental research has focused on the cognitive processes that may promote religious disbelief. The present studies apply a dual-process model of cognitive processing to this problem, testing the hypothesis that analytic processing promotes religious disbelief. Individual differences in the tendency to analytically override initially flawed intuitions in reasoning were associated with increased religious disbelief. Four additional experiments provided evidence of causation, as subtle manipulations known to trigger analytic processing also encouraged religious disbelief. Combined, these studies indicate that analytic processing is one factor (presumably among several) that promotes religious disbelief. Although these findings do not speak directly to conversations about the inherent rationality, value, or truth of religious beliefs, they illuminate one cognitive factor that may influence such discussions.AAAS",778,Analytic thinking promotes religious disbelief
"Ersner-Hershfield, H. H., Mikels, J. A., Sullivan, S. J., & Carstensen, L. L. (2008). Poignancy: mixed emotional experience in the face of meaningful endings. Journal of Personality and Social Psychology, 94(1), 158-167.","The experience of mixed emotions increases with age. Socioemotional selectivity theory suggests that mixed emotions are associated with shifting time horizons. Theoretically, perceived constraints on future time increase appreciation for life, which, in turn, elicits positive emotions such as happiness. Yet, the very same temporal constraints heighten awareness that these positive experiences come to an end, thus yielding mixed emotional states. In 2 studies, the authors examined the link between the awareness of anticipated endings and mixed emotional experience. In Study 1, participants repeatedly imagined being in a meaningful location. Participants in the experimental condition imagined being in the meaningful location for the final time. Only participants who imagined “last times” at meaningful locations experienced more mixed emotions. In Study 2, college seniors reported their emotions on graduation day. Mixed emotions were higher when participants were reminded of the ending that they were experiencing. Findings suggest that poignancy is an emotional experience associated with meaningful endings.American Psychological Association",411,[HTML][HTML] Poignancy: mixed emotional experience in the face of meaningful endings.
"Alais, D., & Burr, D. (2004). The ventriloquist effect results from near-optimal bimodal integration. Current biology, 14(3), 257-262.","Ventriloquism is the ancient art of making one's voice appear to come from elsewhere, an art exploited by the Greek and Roman oracles, and possibly earlier [1]. We regularly experience the effect when watching television and movies, where the voices seem to emanate from the actors' lips rather than from the actual sound source. Originally, ventriloquism was explained by performers projecting sound to their puppets by special techniques [1], but more recently it is assumed that ventriloquism results from vision ""capturing"" sound [2–5]. In this study we investigate spatial localization of audio-visual stimuli. When visual localization is good, vision does indeed dominate and capture sound. However, for severely blurred visual stimuli (that are poorly localized), the reverse holds: sound captures vision. For less blurred stimuli, neither sense dominates and perception follows the mean position. Precision of bimodal localization is usually better than either the visual or the auditory unimodal presentation. All the results are well explained not by one sense capturing the other, but by a simple model of optimal combination of visual and auditory information.cell.com",2406,[HTML][HTML] The ventriloquist effect results from near-optimal bimodal integration
"Kristofferson, K., McFerran, B., Morales, A. C., & Dahl, D. W. (2017). The dark side of scarcity promotions: how exposure to limited-quantity promotions can induce aggression. Journal of Consumer Research, 43(5), 683-706. Study 5"," Marketers frequently use scarcity promotions, where a product or event is limited in availability. The present research shows conditions under which the mere exposure to such advertising can activate actual aggression that manifests even outside the domain of the good being promoted. Further, we document the process underlying this effect: exposure to limited-quantity promotion advertising prompts consumers to perceive other shoppers as competitive threats to obtaining a desired product and physiologically prepares consumers to aggress. Seven studies using multiple behavioral measures of aggression demonstrate this deleterious response to scarcity promotions.Oxford University Press",234,The dark side of scarcity promotions: How exposure to limited-quantity promotions can induce aggression
"Kotchoubey, B., & Pavlov, Y. G. (2017). Name conditioning in event-related brain potentials. Neurobiology of Learning and Memory, 145, 129–134. , Experiment 4","Four experiments are reported in which two harmonic tones (CS+ and CS−) were paired with a participant’s own name (SON) and different names (DN), respectively. A third tone was not paired with any other stimulus and served as a standard (frequent stimulus) in a three-stimuli oddball paradigm. The larger posterior positivity (P3) to SON than DN, found in previous studies, was replicated in all experiments. Conditioning of the P3 response was albeit observed in two similar experiments (1 and 3), but the obtained effects were weak and not identical in the two experiments. Only Experiment 4, where the number of CS/UCS pairings and the Stimulus-Onset Asynchrony between CS and UCS were increased, showed clear CS+/CS− differences both in time and time–frequency domains. Surprisingly, differential responses to CS+ and CS− were also obtained in Experiment 2, although SON and DN in that experiment were masked and never consciously recognized as meaningful words (recognition rate 0/63 participants). The results are discussed in the context of other ERP conditioning experiments and, particularly, the studies of non-conscious effect on ERP. Several further experiments are suggested to replicate and extend the present findings and to remove the remaining methodological limitations.Elsevier",11,[HTML][HTML] Name conditioning in event-related brain potentials
"B Monin, PJ Sawyer, MJ Marquez (2008). The rejection of moral rebels: resenting those who do the right thing. Journal of Personality and Social Psychology, 95.1: 76-93.","Four studies document the rejection of moral rebels. In Study 1, participants who made a counterattitudinal speech disliked a person who refused on principle to do so, but uninvolved observers preferred this rebel to an obedient other. In Study 2, participants taking part in a racist task disliked a rebel who refused to go along, but mere observers did not. This rejection was mediated by the perception that rebels would reject obedient participants (Study 3), but did not occur when participants described an important trait or value beforehand (Study 4). Together, these studies suggest that rebels are resented when their implicit reproach threatens the positive self-image of individuals who did not rebel.American Psychological Association",472,[HTML][HTML] The rejection of moral rebels: resenting those who do the right thing.
"Otto, R. A., Skatova, A., Madlon-Kay, S., & Daw, N. (2014). Cognitive Control Mode Predicts Behavioral Expression of Model-Based Reinforcement-Learning. In Proceedings of the Annual Meeting of the Cognitive Science Society (Vol. 36, No. 36).","A converging body of work suggests that cognitive control operates via two distinct operating modes–proactive control and reactive control, dissociable on a number of dimensions, such as computational properties, neural substrates, temporal dynamics, and consequences for information processing. At the same time, two forms of reinforcement learning (RL), called Model-Based and Model-Free RL, which are theorized to operate and parallel and jointly control behavior, are dissociable along similar dimensions, and thus suggest that individual differences in proactive versus reactive control (which are well documented in the literature) should map onto expression of the two forms of RL. We test this hypothesis by revealing how expression of proactive control in a well-established cognitive control task predicts usage of model-based reinforcement learning in a sequential choice task. In short, we find that expression of proactive control rather strongly predicts expression of Model-Based, but not Model-Free choice.escholarship.org",Related articles,Cognitive Control Mode Predicts Behavioral Expression of Model-Based Reinforcement-Learning
"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746.  Study 3","The authors adopt an interdependence analysis of social value orientation, proposing that prosocial, individualistic, and competitive orientations are (a) partially rooted in different patterns of social interaction as experienced during the periods spanning early childhood to young adulthood and (b) further shaped by different patterns of social interaction as experienced during early adulthood, middle adulthood, and old age. Congruent with this analysis, results revealed that relative to individualists and competitors, prosocial individuals exhibited greater levels of secure attachment (Studies 1 and 2) and reported having more siblings, especially sisters (Study 3). Finally, the prevalence of prosocials increased—and the prevalence of individualists and competitors decreased—from early adulthood to middle adulthood and old age (Study 4).(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",1914,"Development of prosocial, individualistic, and competitive orientations: theory and preliminary evidence."
"Huang, Y., Tse, C. S., & Cho, K. W. (2014). Living in the north is not necessarily favorable: Different metaphoric associations between cardinal direction and valence in Hong Kong and in the United States. European Journal of Social Psychology, 44, 360–369.  Study 1a","The Conceptual Metaphor Theory (e.g., Lakoff & Johnson, ) suggests that people represent abstract concepts in terms of concrete concepts via metaphoric association. Participants in the United States (US) showed that cardinal direction (north/south) is metaphorically associated with valence (positive/negative), as reflected by their estimate for where a person with high or low socioeconomic status (SES) lives in a fictional city or their own living preference (Meier, Moller, Chen, & Riemer‐Peltz, ). The present study tested whether the cardinal direction–valence metaphoric association could be moderated by cultural differences. Although US participants believed that high‐SES and low‐SES individuals were more likely to live in the northern and southern part of the city, respectively, the reverse was so for Hong Kong (HK) participants (Study 1). When asked where they themselves would like to live, HK participants preferred to live in a southern area, whereas US participants showed no preference (Studies 2 and 3). These findings demonstrate cultural differences in metaphoric associations between cardinal direction and valence for HK and US participants. Copyright © 2014 John Wiley & Sons, Ltd.Wiley Online Library",16,Living in the north is not necessarily favorable: Different metaphoric associations between cardinal direction and valence in Hong Kong and in the United States
"VanBergen, N., Irmak, C., & Sevilla, J. (2020). Product Entitativity: How the Presence of Product Replicates Increases Perceived and Actual Product Efficacy. Journal of Consumer Research, 47, 192-214. Study 1"," Many studies document the benefits of presenting smaller quantities of products, particularly when differences in quantity relate to availability or popularity. However, we know less about the effects of quantity differences in contexts unrelated to scarcity, such as when products are depicted in ads, special displays, or online retailing settings. The present research builds on extant literature by investigating a previously unexplored question: How do product perceptions differ depending on whether consumers view a single unit in isolation, versus as one unit among identical product replicates? Five experiments demonstrate that presenting multiple product replicates as a group (vs. presenting a single item) increases product efficacy perceptions because it leads consumers to perceive products as more homogeneous and unified around a shared goal. That is, consumers perceive greater product entitativity when viewing a group of product replicates. As a result, the perceived and actual ability of products to deliver that function (i.e., product efficacy) increases.Oxford University Press",42,[PDF][PDF] Product entitativity: How the presence of product replicates increases perceived and actual product efficacy
"Tribushinina, E. (2011). Once again on norms and comparison classes. Linguistics, 49(3), 525–553.","A central assumption about relative adjectives (eg, big, old) is that their positive form is interpreted vis-à-vis a class-specific reference point located in the midzone of a series (norm). More recently, functional-cognitive studies argued that other reference points (eg, argumentative zero, endpoints) are more relevant in actual language use than a norm. This paper argues that the two positions are not necessarily irreconcilable and experimentally tests a hypothesis that a norm is a default reference point used for the interpretation of relative adjectives in zero contexts. Experiment 1 addressed the location of a norm in the midzone of a series and its category dependence. As predicted by the traditional semantic studies, the cutoff point between “big” and “small” is located around the midpoint of a scale. Furthermore, its location is category-dependentand sensitive to prototypicality effects. The results further indicate that adults easily compute a contextually relevant norm by integrating their world knowledge with the visually provided information. Experiment 2 investigated the relevance of a norm in the online processing of relative adjectives. The results suggest that language users indeed exploit norms for the interpretation of relative adjectives in real time.De Gruyter",18,Once again on norms and comparison classes
"Young, S. G., Thorstenson, C. A., & Pazda, A. D. (2018). Facial redness, expression, and masculinity influence perceptions of anger and health. Cognition and Emotion, 32(1), 49–60.","Past research has found that skin colouration, particularly facial redness, influences the perceived health and emotional state of target individuals. In the current work, we explore several extensions of this past research. In Experiment 1, we manipulated facial redness incrementally on neutral and angry faces and had participants rate each face for anger and health. Different red effects emerged, as perceived anger increased in a linear manner as facial redness increased. Health ratings instead showed a curvilinear trend, as both extreme paleness and redness were rated as less healthy than moderate levels of red. Experiment 2 replicated and extended these findings by manipulating the masculinity of both angry and neutral faces that varied in redness. The results found the effect of red on perceived anger and health was moderated by masculine face structure. Collectively, these results show that facial redness has context dependent effects that vary based on facial expression, appearance, and differentially impact ratings of emotional states and health.Taylor & Francis Online",33,"Facial redness, expression, and masculinity influence perceptions of anger and health"
"Couture, M., Lafond, D., & Tremblay, S. (2008). Learning correct responses and errors in the hebb repetition effect: Two faces of the same coin. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(3), 524-532.","In a serial recall task, the Hebb repetition effect occurs when recall performance improves for a sequence repeated throughout the experimental session. This phenomenon has been replicated many times. Nevertheless, such cumulative learning seldom leads to perfect recall of the whole sequence, and errors persist. Here the authors report evidence that there is another side to the Hebb repetition effect that involves learning errors produced in a repeated sequence. A learning measure based on past recalls (correct or incorrect) shows that the probability of a given response increases with the number of prior occurrences of that response. The pattern of results reveals another manifestation of the Hebb repetition effect and speaks to the nature of implicit learning.American Psychological Association",35,[HTML][HTML] Learning correct responses and errors in the Hebb repetition effect: Two faces of the same coin.
"Kupor, D. M., Laurin, K., & Levav, J. (2015). Anticipating divine protection? Reminders of god can increase nonmoral risk taking. Psychological science, 26(4), 374–384.  Study 1a","Religiosity and participation in religious activities have been linked with decreased risky behavior. In the current research, we hypothesized that exposure to the concept of God can actually increase people’s willingness to engage in certain types of risks. Across seven studies, reminders of God increased risk taking in nonmoral domains. This effect was mediated by the perceived danger of a risky option and emerged more strongly among individuals who perceive God as a reliable source of safety and protection than among those who do not. Moreover, in an eighth study, when participants were first reminded of God and then took a risk that produced negative consequences (i.e., when divine protection failed to materialize), participants reported feeling more negatively toward God than did participants in the same situation who were not first reminded of God. This research contributes to an understanding of the divergent effects that distinct components of religion can exert on behavior.Sage Journals",113,Anticipating divine protection? Reminders of God can increase nonmoral risk taking
"Cunningham, W. A., Van Bavel, J. J., & Johnsen, I. R. (2008). Affective flexibility: evaluative processing goals shape amygdala activity. Psychological Science, 19(2), 152-160.","Although early research implicated the amygdala in automatic processing of negative information, more recent research suggests that it plays a more general role in processing the motivational relevance of various stimuli, suggesting that the relation between valence and amygdala activation may depend on contextual goals. This study provides experimental evidence that the relation between valence and amygdala activity is dynamically modulated by evaluative goals. During functional magnetic resonance imaging, participants evaluated the positive, negative, or overall (positive plus negative) aspects of famous people. When participants were providing overall evaluations, both positive and negative names were associated with amygdala activation. When they were evaluating positivity, positive names were associated with amygdala activity, and when they were evaluating negativity, negative names were associated with amygdala activity. Evidence for a negativity bias was found; modulation was more pronounced for positive than for negative information. These data suggest that the amygdala flexibly processes motivationally relevant evaluative information in accordance with current processing goals, but processes negative information less flexibly than positive information.Sage Journals",401,Affective flexibility: evaluative processing goals shape amygdala activity
"Jiang, Y., Gorn, G. J., Galli, M., and Chattopadhyay, A. (2015). Does your company have the right logo? How and why circular- and angularlogo shapes influence brand attribute judgments. J. Consum. Res. 42, 709–726. doi:  Experiment 1"," Five experiments document that the mere circularity and angularity of a brand logo is powerful enough to affect perceptions of the attributes of a product or company. It is theorized and shown that circular- versus angular-logo shapes activate softness and hardness associations, respectively, and these concepts subsequently influence product/company attribute judgments through a resource-demanding imagery-generation process that utilizes the visuospatial sketchpad component of working memory. There are no logo shape effects on attribute judgments when the visuospatial sketchpad component of working memory is constrained by irrelevant visual imagery, when people have a lower disposition to generate imagery when processing product information, and when the headline of the ad highlights a product attribute that differs from the inference drawn from the logo shape. Further, there are shape effects even when the shape is incidentally exposed beforehand using a priming technique rather than being a part of the logo itself, demonstrating the generalizability of our findings. When taken together, the results have implications for working memory, consumer imagery, and visual marketing. Oxford University Press",381,Does your company have the right logo? How and why circular-and angular-logo shapes influence brand attribute judgments
"Zaval, L., Keenan, E. A., Johnson, E. J., & Weber, E. U. (2014). How warm days increase belief in global warming. Nature Climate Change, 4, 143–147.  Study 3a","Climate change judgements can depend on whether today seems warmer or colder than usual, termed the local warming effect. Although previous research has demonstrated that this effect occurs, studies have yet to explain why or how temperature abnormalities influence global warming attitudes. A better understanding of the underlying psychology of this effect can help explain the public’s reaction to climate change and inform approaches used to communicate the phenomenon. Across five studies, we find evidence of attribute substitution, whereby individuals use less relevant but available information (for example, today’s temperature) in place of more diagnostic but less accessible information (for example, global climate change patterns) when making judgements. Moreover, we rule out alternative hypotheses involving climate change labelling and lay mental models. Ultimately, we show that present temperature abnormalities are given undue weight and lead to an overestimation of the frequency of similar past events, thereby increasing belief in and concern for global warming.nature.com",499,How warm days increase belief in global warming
"Tversky, A., & Gati, I. (1978). Studies of similarity. Cognition and Categorization, 1, 79–98. Study 2",,7,[CITATION][C] Studies of Similarity. Cognition and Categorization. E. Rosch and B. Lloyd
"Winawer, Huk, and Boroditsky (2008). A Motion aftereffect from still photographs depicting motion. Psychological Science, 19, 276-283.","A photograph of an action can convey a vivid sense of motion. Does the inference of motion from viewing a photograph involve the same neural and psychological representations used when one views physical motion? In this study, we tested whether implied motion is represented by the same direction-selective signals involved in the perception of real motion. We made use of the motion aftereffect, a visual motion illusion. Three experiments showed that viewing a series of static photographs with implied motion in a particular direction produced motion aftereffects in the opposite direction, as assessed with real-motion test probes. The transfer of adaptation from motion depicted in photographs to real motion demonstrates that the perception of implied motion activates direction-selective circuits that are also involved in processing real motion.Sage Journals",157,A motion aftereffect from still photographs depicting motion
"Hauser, O. P., Rand, D. G., Peysakhovich, A., & Nowak, M. A. (2014). Cooperating with the future. Nature, 511(7508), 220-223.","Overexploitation of renewable resources today has a high cost on the welfare of future generations,,,,. Unlike in other public goods games,,,, however, future generations cannot reciprocate actions made today. What mechanisms can maintain cooperation with the future? To answer this question, we devise a new experimental paradigm, the ‘Intergenerational Goods Game’. A line-up of successive groups (generations) can each either extract a resource to exhaustion or leave something for the next group. Exhausting the resource maximizes the payoff for the present generation, but leaves all future generations empty-handed. Here we show that the resource is almost always destroyed if extraction decisions are made individually. This failure to cooperate with the future is driven primarily by a minority of individuals who extract far more than what is sustainable. In contrast, when extractions are democratically decided by vote, the resource is consistently sustained. Voting,,,,, is effective for two reasons. First, it allows a majority of cooperators to restrain defectors. Second, it reassures conditional cooperators that their efforts are not futile. Voting, however, only promotes sustainability if it is binding for all involved. Our results have implications for policy interventions designed to sustain intergenerational public goods.nature.com",499,Cooperating with the future
"Ko, S. J., Sadler, M. S., & Galinsky, A. D. (2015). The sound of power: Conveying and detecting hierarchical rank through voice. Psychological Science, 26(1), 3-14.","The current research examined the relationship between hierarchy and vocal acoustic cues. Using Brunswik’s lens model as a framework, we explored how hierarchical rank influences the acoustic properties of a speaker’s voice and how these hierarchy-based acoustic cues affect perceivers’ inferences of a speaker’s rank. By using objective measurements of speakers’ acoustic cues and controlling for baseline cue levels, we were able to precisely capture the relationship between acoustic cues and hierarchical rank, as well as the covariation among the cues. In Experiment 1, analyses controlling for speakers’ baseline cue levels found that the voices of individuals in the high-rank condition were higher in pitch and loudness variability but lower in pitch variability, compared with the voices of individuals in the low-rank condition. In Experiment 2, perceivers used higher pitch, greater loudness, and greater loudness variability to make accurate inferences of speakers’ hierarchical rank. These experiments demonstrate that acoustic cues are systematically used to reflect and detect hierarchy.Sage Journals",143,The sound of power: Conveying and detecting hierarchical rank through voice
"Dubey, R., & Griffiths, T. L. (2020). Reconciling novelty and complexity through a rational analysis of curiosity. Psychological Review, 127(3), 455.","Curiosity is considered to be the essence of science and an integral component of cognition. What prompts curiosity in a learner? Previous theoretical accounts of curiosity remain divided—novelty-based theories propose that new and highly uncertain stimuli pique curiosity, whereas complexity-based theories propose that stimuli with an intermediate degree of uncertainty stimulate curiosity. In this article, we present a rational analysis of curiosity by considering the computational problem underlying curiosity, which allows us to model these distinct accounts of curiosity in a common framework. Our approach posits that a rational agent should explore stimuli that maximally increase the usefulness of its knowledge and that curiosity is the mechanism by which humans approximate this rational behavior. Critically, our analysis show that the causal structure of the environment can determine whether curiosity is driven by either highly uncertain or moderately uncertain stimuli. This suggests that previous theories need not be in contention but are special cases of a more general account of curiosity. Experimental results confirm our predictions and demonstrate that our theory explains a wide range of findings about human curiosity, including its subjectivity and malleability.(PsycInfo Database Record (c) 2020 APA, all rights reserved)American Psychological Association",262,Reconciling novelty and complexity through a rational analysis of curiosity.
"Knobe, J. (2006). The concept of intentional action: A case study in the uses of folk psychology. Philosophical Studies, 130, 203–231.  Study 1"," It is widely believed that the primary function of folk psychology lies in the prediction, explanation and control of behavior. A question arises, however, as to whether folk psychology has also been shaped in fundamental ways by the various other roles it plays in people’s lives. Here I approach that question by considering one particular aspect of folk psychology – the distinction between intentional and unintentional behaviors. The aim is to determine whether this distinction is best understood as a tool used in prediction, explanation and control or whether it has been shaped in fundamental ways by some other aspect of its use.Springer",506,The concept of intentional action: A case study in the uses of folk psychology
"Bressan, P. & Stranieri, D. (2008). The best men are (not always) already taken: Female preference for single versus attached males depends on conception risk. Psychological Science, 19, 145-151.","Because men of higher genetic quality tend to be poorer partners and parents than men of lower genetic quality, women may profit from securing a stable investment from the latter, while obtaining good genes via extrapair mating with the former. Only if conception occurs, however, do the evolutionary benefits of such a strategy overcome its costs. Accordingly, we predicted that (a) partnered women should prefer attached men, because such men are more likely than single men to have pair-bonding qualities, and hence to be good replacement partners, and (b) this inclination should reverse when fertility rises, because attached men are less available for impromptu sex than single men. In this study, 208 women rated the attractiveness of men described as single or attached. As predicted, partnered women favored attached men at the low-fertility phases of the menstrual cycle, but preferred single men (if masculine, i.e., advertising good genetic quality) when conception risk was high.Sage Journals",61,The best men are (not always) already taken: Female preference for single versus attached males depends on conception risk
"Vul, E., & Pashler, H. (2008). Measuring the crowd within: Probabilistic representations within individuals. Psychological Science, 19, 645-647.","METHODWe recruited 428 participants from an Internet-based subject pool and asked them eight questions probing their real-world knowledge (derived from The World Factbook, Central Intelligence Agency, 2007; eg,‘‘What percentage of the world’s airports are in the United States?’’). Participants were instructed to guess the correct answers. Half the participants were unexpectedly asked to make a second, different guess for each question immediately after completing the questionnaire (immediate condition); the other half made a second guess 3 weeks later (delayed condition), also without being given advance notice that they would be answering the questions a second time. It is important that neither group knew they would be required to furnish a second guess, as this precluded subjects from misinterpreting their task as being to specify the two endpoints of a range.Sage Journals",473,Measuring the crowd within: Probabilistic representations within individuals
